    0.0000000000D+00    0.1000000000D+01    0.1000000000D+01
    0.5000000000D+00    0.9992819858D+00    0.1000000000D+01
    0.1000000000D+01    0.9971998595D+00    0.1000000000D+01
    0.1500000000D+01    0.9939574717D+00    0.1000000000D+01
    0.2000000000D+01    0.9898124172D+00    0.1000000000D+01
    0.2500000000D+01    0.9850139550D+00    0.1000000000D+01
    0.3000000000D+01    0.9797469381D+00    0.1000000000D+01
    0.3500000000D+01    0.9741148706D+00    0.1000000000D+01
    0.4000000000D+01    0.9681845028D+00    0.1000000000D+01
    0.4500000000D+01    0.9620392235D+00    0.1000000000D+01
    0.5000000000D+01    0.9557865612D+00    0.1000000000D+01
    0.5500000000D+01    0.9495206816D+00    0.1000000000D+01
    0.6000000000D+01    0.9432827846D+00    0.1000000000D+01
    0.6500000000D+01    0.9370639164D+00    0.1000000000D+01
    0.7000000000D+01    0.9308491069D+00    0.1000000000D+01
    0.7500000000D+01    0.9246561488D+00    0.1000000000D+01
    0.8000000000D+01    0.9185318614D+00    0.1000000000D+01
    0.8500000000D+01    0.9125145062D+00    0.1000000000D+01
    0.9000000000D+01    0.9066026439D+00    0.1000000000D+01
    0.9500000000D+01    0.9007625282D+00    0.1000000000D+01
    0.1000000000D+02    0.8949657187D+00    0.1000000000D+01
    0.1050000000D+02    0.8892175546D+00    0.1000000000D+01
    0.1100000000D+02    0.8835491246D+00    0.1000000000D+01
    0.1150000000D+02    0.8779834051D+00    0.1000000000D+01
    0.1200000000D+02    0.8725105785D+00    0.1000000000D+01
    0.1250000000D+02    0.8670969976D+00    0.1000000000D+01
    0.1300000000D+02    0.8617174750D+00    0.1000000000D+01
    0.1350000000D+02    0.8563774005D+00    0.1000000000D+01
    0.1400000000D+02    0.8511033180D+00    0.1000000000D+01
    0.1450000000D+02    0.8459129734D+00    0.1000000000D+01
    0.1500000000D+02    0.8407954800D+00    0.1000000000D+01
    0.1550000000D+02    0.8357210997D+00    0.1000000000D+01
    0.1600000000D+02    0.8306696663D+00    0.1000000000D+01
    0.1650000000D+02    0.8256483137D+00    0.1000000000D+01
    0.1700000000D+02    0.8206813551D+00    0.1000000000D+01
    0.1750000000D+02    0.8157835888D+00    0.1000000000D+01
    0.1800000000D+02    0.8109441977D+00    0.1000000000D+01
    0.1850000000D+02    0.8061369853D+00    0.1000000000D+01
    0.1900000000D+02    0.8013457733D+00    0.1000000000D+01
    0.1950000000D+02    0.7965788770D+00    0.1000000000D+01
    0.2000000000D+02    0.7918586028D+00    0.1000000000D+01
    0.2050000000D+02    0.7871972657D+00    0.1000000000D+01
    0.2100000000D+02    0.7825841122D+00    0.1000000000D+01
    0.2150000000D+02    0.7779958640D+00    0.1000000000D+01
    0.2200000000D+02    0.7734195893D+00    0.1000000000D+01
    0.2250000000D+02    0.7688645665D+00    0.1000000000D+01
    0.2300000000D+02    0.7643516400D+00    0.1000000000D+01
    0.2350000000D+02    0.7598913798D+00    0.1000000000D+01
    0.2400000000D+02    0.7554731272D+00    0.1000000000D+01
    0.2450000000D+02    0.7510756321D+00    0.1000000000D+01
    0.2500000000D+02    0.7466880314D+00    0.1000000000D+01
    0.2550000000D+02    0.7423198032D+00    0.1000000000D+01
    0.2600000000D+02    0.7379901374D+00    0.1000000000D+01
    0.2650000000D+02    0.7337079703D+00    0.1000000000D+01
    0.2700000000D+02    0.7294628502D+00    0.1000000000D+01
    0.2750000000D+02    0.7252355193D+00    0.1000000000D+01
    0.2800000000D+02    0.7210170652D+00    0.1000000000D+01
    0.2850000000D+02    0.7168171173D+00    0.1000000000D+01
    0.2900000000D+02    0.7126532175D+00    0.1000000000D+01
    0.2950000000D+02    0.7085325768D+00    0.1000000000D+01
    0.3000000000D+02    0.7044447218D+00    0.1000000000D+01
    0.3050000000D+02    0.7003722065D+00    0.1000000000D+01
    0.3100000000D+02    0.6963081265D+00    0.1000000000D+01
    0.3150000000D+02    0.6922625579D+00    0.1000000000D+01
    0.3200000000D+02    0.6882517493D+00    0.1000000000D+01
    0.3250000000D+02    0.6842813628D+00    0.1000000000D+01
    0.3300000000D+02    0.6803407386D+00    0.1000000000D+01
    0.3350000000D+02    0.6764137453D+00    0.1000000000D+01
    0.3400000000D+02    0.6724949272D+00    0.1000000000D+01
    0.3450000000D+02    0.6685945645D+00    0.1000000000D+01
    0.3500000000D+02    0.6647278041D+00    0.1000000000D+01
    0.3550000000D+02    0.6608991141D+00    0.1000000000D+01
    0.3600000000D+02    0.6570978228D+00    0.1000000000D+01
    0.3650000000D+02    0.6533090412D+00    0.1000000000D+01
    0.3700000000D+02    0.6495286028D+00    0.1000000000D+01
    0.3750000000D+02    0.6457668663D+00    0.1000000000D+01
    0.3800000000D+02    0.6420378020D+00    0.1000000000D+01
    0.3850000000D+02    0.6383446044D+00    0.1000000000D+01
    0.3900000000D+02    0.6346764002D+00    0.1000000000D+01
    0.3950000000D+02    0.6310192197D+00    0.1000000000D+01
    0.4000000000D+02    0.6273698919D+00    0.1000000000D+01
    0.4050000000D+02    0.6237388122D+00    0.1000000000D+01
    0.4100000000D+02    0.6201390368D+00    0.1000000000D+01
    0.4150000000D+02    0.6165729071D+00    0.1000000000D+01
    0.4200000000D+02    0.6130296867D+00    0.1000000000D+01
    0.4250000000D+02    0.6094963874D+00    0.1000000000D+01
    0.4300000000D+02    0.6059706370D+00    0.1000000000D+01
    0.4350000000D+02    0.6024626447D+00    0.1000000000D+01
    0.4400000000D+02    0.5989845452D+00    0.1000000000D+01
    0.4450000000D+02    0.5955380630D+00    0.1000000000D+01
