    0.0000000000D+00    0.1000000000D+01    0.1000000000D+01
    0.1000000000D+01    0.9969327761D+00    0.1000000000D+01
    0.2000000000D+01    0.9881157171D+00    0.1000000000D+01
    0.3000000000D+01    0.9745810388D+00    0.1000000000D+01
    0.4000000000D+01    0.9576085788D+00    0.1000000000D+01
    0.5000000000D+01    0.9384967679D+00    0.1000000000D+01
    0.6000000000D+01    0.9184449876D+00    0.1000000000D+01
    0.7000000000D+01    0.8984823179D+00    0.1000000000D+01
    0.8000000000D+01    0.8794256133D+00    0.1000000000D+01
    0.9000000000D+01    0.8618691116D+00    0.1000000000D+01
    0.1000000000D+02    0.8461969568D+00    0.1000000000D+01
    0.1100000000D+02    0.8326076893D+00    0.1000000000D+01
    0.1200000000D+02    0.8211533727D+00    0.1000000000D+01
    0.1300000000D+02    0.8117689946D+00    0.1000000000D+01
    0.1400000000D+02    0.8043123219D+00    0.1000000000D+01
    0.1500000000D+02    0.7985896037D+00    0.1000000000D+01
    0.1600000000D+02    0.7943781164D+00    0.1000000000D+01
    0.1700000000D+02    0.7914520667D+00    0.1000000000D+01
    0.1800000000D+02    0.7895847983D+00    0.1000000000D+01
    0.1900000000D+02    0.7885699769D+00    0.1000000000D+01
    0.2000000000D+02    0.7882207626D+00    0.1000000000D+01
    0.2100000000D+02    0.7883707330D+00    0.1000000000D+01
    0.2200000000D+02    0.7888859294D+00    0.1000000000D+01
    0.2300000000D+02    0.7896480267D+00    0.1000000000D+01
    0.2400000000D+02    0.7905663794D+00    0.1000000000D+01
    0.2500000000D+02    0.7915715327D+00    0.1000000000D+01
    0.2600000000D+02    0.7926046285D+00    0.1000000000D+01
    0.2700000000D+02    0.7936313995D+00    0.1000000000D+01
    0.2800000000D+02    0.7946229684D+00    0.1000000000D+01
    0.2900000000D+02    0.7955611050D+00    0.1000000000D+01
    0.3000000000D+02    0.7964406695D+00    0.1000000000D+01
    0.3100000000D+02    0.7972532186D+00    0.1000000000D+01
    0.3200000000D+02    0.7980000929D+00    0.1000000000D+01
    0.3300000000D+02    0.7986844608D+00    0.1000000000D+01
    0.3400000000D+02    0.7993066200D+00    0.1000000000D+01
    0.3500000000D+02    0.7998730103D+00    0.1000000000D+01
    0.3600000000D+02    0.8003885058D+00    0.1000000000D+01
    0.3700000000D+02    0.8008562012D+00    0.1000000000D+01
    0.3800000000D+02    0.8012819187D+00    0.1000000000D+01
    0.3900000000D+02    0.8016720562D+00    0.1000000000D+01
    0.4000000000D+02    0.8020282486D+00    0.1000000000D+01
    0.4100000000D+02    0.8023561802D+00    0.1000000000D+01
    0.4200000000D+02    0.8026618003D+00    0.1000000000D+01
    0.4300000000D+02    0.8029424147D+00    0.1000000000D+01
    0.4400000000D+02    0.8032048928D+00    0.1000000000D+01
    0.4500000000D+02    0.8034515243D+00    0.1000000000D+01
    0.4600000000D+02    0.8036775167D+00    0.1000000000D+01
    0.4700000000D+02    0.8038907084D+00    0.1000000000D+01
    0.4800000000D+02    0.8040890555D+00    0.1000000000D+01
