    0.0000000000D+00    0.1000000000D+01    0.1000000000D+01
    0.1000000000D+01    0.9969172420D+00    0.1000000000D+01
    0.2000000000D+01    0.9877207869D+00    0.1000000000D+01
    0.3000000000D+01    0.9725835055D+00    0.1000000000D+01
    0.4000000000D+01    0.9517761870D+00    0.1000000000D+01
    0.5000000000D+01    0.9256437638D+00    0.1000000000D+01
    0.6000000000D+01    0.8945858272D+00    0.1000000000D+01
    0.7000000000D+01    0.8590413903D+00    0.1000000000D+01
    0.8000000000D+01    0.8194770299D+00    0.1000000000D+01
    0.9000000000D+01    0.7763770875D+00    0.1000000000D+01
    0.1000000000D+02    0.7302353507D+00    0.1000000000D+01
    0.1100000000D+02    0.6815482546D+00    0.1000000000D+01
    0.1200000000D+02    0.6308093859D+00    0.1000000000D+01
    0.1300000000D+02    0.5785045679D+00    0.1000000000D+01
    0.1400000000D+02    0.5251071443D+00    0.1000000000D+01
    0.1500000000D+02    0.4710739577D+00    0.1000000000D+01
    0.1600000000D+02    0.4168425268D+00    0.1000000000D+01
    0.1700000000D+02    0.3628288916D+00    0.1000000000D+01
    0.1800000000D+02    0.3094251563D+00    0.1000000000D+01
    0.1900000000D+02    0.2569968597D+00    0.1000000000D+01
    0.2000000000D+02    0.2058813509D+00    0.1000000000D+01
    0.2100000000D+02    0.1563875503D+00    0.1000000000D+01
    0.2200000000D+02    0.1087957987D+00    0.1000000000D+01
    0.2300000000D+02    0.6335661328D-01    0.1000000000D+01
    0.2400000000D+02    0.2028923785D-01    0.1000000000D+01
    0.2500000000D+02   -0.2021814143D-01    0.1000000000D+01
    0.2600000000D+02   -0.5800655624D-01    0.1000000000D+01
    0.2700000000D+02   -0.9294507728D-01    0.1000000000D+01
    0.2800000000D+02   -0.1249316040D+00    0.1000000000D+01
    0.2900000000D+02   -0.1538937299D+00    0.1000000000D+01
    0.3000000000D+02   -0.1797870411D+00    0.1000000000D+01
    0.3100000000D+02   -0.2025914816D+00    0.1000000000D+01
    0.3200000000D+02   -0.2223092736D+00    0.1000000000D+01
    0.3300000000D+02   -0.2389658606D+00    0.1000000000D+01
    0.3400000000D+02   -0.2526108124D+00    0.1000000000D+01
    0.3500000000D+02   -0.2633150992D+00    0.1000000000D+01
    0.3600000000D+02   -0.2711659437D+00    0.1000000000D+01
    0.3700000000D+02   -0.2762641266D+00    0.1000000000D+01
