  0.  1.  1.
  0.5  0.99923483  1.
  1.  0.996942414  1.
  1.5  0.99313206  1.
  2.  0.987819034  1.
  2.5  0.981024194  1.
  3.  0.972773537  1.
  3.5  0.963097684  1.
  4.  0.952031339  1.
  4.5  0.939612761  1.
  5.  0.925883257  1.
  5.5  0.910886732  1.
  6.  0.894669286  1.
  6.5  0.87727887  1.
  7.  0.858765011  1.
  7.5  0.839178594  1.
  8.  0.818571705  1.
  8.5  0.796997532  1.
  9.  0.774510311  1.
  9.5  0.75116531  1.
  10.  0.727018821  1.
  10.5  0.702128151  1.
  11.  0.676551581  1.
  11.5  0.650348288  1.
  12.  0.623578213  1.
  12.5  0.596301872  1.
  13.  0.568580131  1.
  13.5  0.540473941  1.
  14.  0.512044072  1.
  14.5  0.483350847  1.
  15.  0.454453909  1.
  15.5  0.425412018  1.
  16.  0.396282901  1.
  16.5  0.367123148  1.
  17.  0.337988153  1.
  17.5  0.308932085  1.
  18.  0.280007895  1.
  18.5  0.251267328  1.
  19.  0.222760944  1.
  19.5  0.194538121  1.
  20.  0.166647034  1.
  20.5  0.139134605  1.
  21.  0.112046415  1.
  21.5  0.0854265767  1.
  22.  0.0593175801  1.
  22.5  0.0337601197  1.
  23.  0.00879291961  1.
  23.5 -0.0155474244  1.
  24. -0.0392265704  1.
  24.5 -0.0622125091  1.
  25. -0.0844755899  1.
  25.5 -0.105988493  1.
  26. -0.126726157  1.
  26.5 -0.146665672  1.
  27. -0.165786157  1.
  27.5 -0.184068642  1.
  28. -0.201495968  1.
  28.5 -0.218052717  1.
  29. -0.233725192  1.
  29.5 -0.248501427  1.
  30. -0.262371244  1.
  30.5 -0.275326339  1.
  31. -0.287360374  1.
  31.5 -0.298469084  1.
  32. -0.30865035  1.
  32.5 -0.31790425  1.
  33. -0.326233067  1.
  33.5 -0.333641242  1.
  34. -0.340135287  1.
  34.5 -0.345723647  1.
  35. -0.350416535  1.
  35.5 -0.354225752  1.
  36. -0.357164512  1.
  36.5 -0.359247274  1.
  37. -0.360489623  1.
  37.5 -0.360908179  1.
  38. -0.360520559  1.
  38.5 -0.359345375  1.
  39. -0.357402269  1.
  39.5 -0.354711964  1.
  40. -0.351296315  1.
  40.5 -0.347178349  1.
  41. -0.342382279  1.
  41.5 -0.336933473  1.
  42. -0.330858386  1.
  42.5 -0.324184442  1.
  43. -0.316939883  1.
  43.5 -0.309153592  1.
  44. -0.300854903  1.
  44.5 -0.29207342  1.
  45. -0.282838855  1.
  45.5 -0.273180904  1.
  46. -0.26312916  1.
  46.5 -0.252713077  1.
  47. -0.241961977  1.
  47.5 -0.230905082  1.
  48. -0.219571577  1.
  48.5 -0.207990663  1.
  49. -0.196191612  1.
  49.5 -0.184203777  1.
  50. -0.172056586  1.
  50.5 -0.159779474  1.
  51. -0.14740179  1.
  51.5 -0.134952657  1.
  52. -0.122460819  1.
  52.5 -0.109954474  1.
  53. -0.0974611104  1.
  53.5 -0.08500737  1.
  54. -0.0726189421  1.
  54.5 -0.0603204985  1.
  55. -0.0481356728  1.
  55.5 -0.0360870831  1.
  56. -0.0241963883  1.
  56.5 -0.0124843682  1.
  57. -0.000971011245  1.
  57.5  0.0103244039  1.
  58.  0.0213832475  1.
  58.5  0.0321875105  1.
  59.  0.0427198135  1.
  59.5  0.0529634556  1.
  60.  0.0629024964  1.
  60.5  0.0725218635  1.
  61.  0.0818074697  1.
  61.5  0.0907463273  1.
  62.  0.0993266429  1.
  62.5  0.107537881  1.
  63.  0.11537079  1.
  63.5  0.122817383  1.
  64.  0.12987088  1.
  64.5  0.136525619  1.
  65.  0.142776941  1.
  65.5  0.148621074  1.
  66.  0.154055018  1.
  66.5  0.159076459  1.
  67.  0.163683702  1.
  67.5  0.167875657  1.
  68.  0.171651849  1.
  68.5  0.175012473  1.
  69.  0.177958471  1.
  69.5  0.180491616  1.
  70.  0.182614606  1.
  70.5  0.184331129  1.
  71.  0.18564591  1.
  71.5  0.186564708  1.
  72.  0.187094286  1.
  72.5  0.187242325  1.
  73.  0.187017315  1.
  73.5  0.186428418  1.
  74.  0.18548532  1.
  74.5  0.184198099  1.
  75.  0.182577102  1.
  75.5  0.18063286  1.
  76.  0.178376043  1.
  76.5  0.175817454  1.
  77.  0.172968061  1.
  77.5  0.169839064  1.
  78.  0.166441968  1.
  78.5  0.16278867  1.
  79.  0.158891528  1.
  79.5  0.154763405  1.
  80.  0.150417674  1.
  80.5  0.14586819  1.
  81.  0.141129208  1.
  81.5  0.13621528  1.
  82.  0.131141116  1.
  82.5  0.125921439  1.
  83.  0.120570846  1.
  83.5  0.11510368  1.
  84.  0.109533944  1.
  84.5  0.103875249  1.
  85.  0.0981408002  1.
  85.5  0.0923434345  1.
  86.  0.0864956777  1.
  86.5  0.0806098298  1.
  87.  0.0746980534  1.
  87.5  0.0687724524  1.
  88.  0.0628451291  1.
  88.5  0.0569282069  1.
  89.  0.0510338152  1.
  89.5  0.0451740333  1.
  90.  0.0393608013  1.
  90.5  0.0336058043  1.
  91.  0.0279203467  1.
  91.5  0.0223152283  1.
  92.  0.0168006395  1.
  92.5  0.0113860874  1.
  93.  0.00608036136  1.
  93.5  0.000891541857  1.
  94. -0.00417294909  1.
  94.5 -0.00910626367  1.
  95. -0.013902022  1.
  95.5 -0.0185541991  1.
  96. -0.0230570199  1.
  96.5 -0.0274048781  1.
  97. -0.0315922896  1.
  97.5 -0.0356138873  1.
  98. -0.0394644592  1.
  98.5 -0.0431390239  1.
  99. -0.0466329358  1.
  99.5 -0.0499420039  1.
  100. -0.0530626108  1.
  100.5 -0.0559918143  1.
  101. -0.0587274195  1.
  101.5 -0.0612680099  1.
  102. -0.0636129332  1.
  102.5 -0.0657622433  1.
  103. -0.0677166052  1.
  103.5 -0.0694771722  1.
  104. -0.0710454543  1.
  104.5 -0.0724231893  1.
  105. -0.0736122369  1.
  105.5 -0.0746145047  1.
  106. -0.0754319172  1.
  106.5 -0.0760664287  1.
  107. -0.0765200781  1.
  107.5 -0.0767950762  1.
