    0.0000000000D+00    0.1000000000D+01    0.1000000000D+01
    0.1000000000D+01    0.9970182857D+00    0.1000000000D+01
    0.2000000000D+01    0.9885473608D+00    0.1000000000D+01
    0.3000000000D+01    0.9757957185D+00    0.1000000000D+01
    0.4000000000D+01    0.9601649086D+00    0.1000000000D+01
    0.5000000000D+01    0.9428183159D+00    0.1000000000D+01
    0.6000000000D+01    0.9244710698D+00    0.1000000000D+01
    0.7000000000D+01    0.9056120350D+00    0.1000000000D+01
    0.8000000000D+01    0.8867718675D+00    0.1000000000D+01
    0.9000000000D+01    0.8684503588D+00    0.1000000000D+01
    0.1000000000D+02    0.8508948828D+00    0.1000000000D+01
    0.1100000000D+02    0.8341221839D+00    0.1000000000D+01
    0.1200000000D+02    0.8181695276D+00    0.1000000000D+01
    0.1300000000D+02    0.8032037337D+00    0.1000000000D+01
    0.1400000000D+02    0.7893616164D+00    0.1000000000D+01
    0.1500000000D+02    0.7765950099D+00    0.1000000000D+01
    0.1600000000D+02    0.7647598923D+00    0.1000000000D+01
    0.1700000000D+02    0.7538091524D+00    0.1000000000D+01
    0.1800000000D+02    0.7438072182D+00    0.1000000000D+01
    0.1900000000D+02    0.7347680224D+00    0.1000000000D+01
    0.2000000000D+02    0.7265698763D+00    0.1000000000D+01
    0.2100000000D+02    0.7190675138D+00    0.1000000000D+01
    0.2200000000D+02    0.7122256633D+00    0.1000000000D+01
    0.2300000000D+02    0.7060823324D+00    0.1000000000D+01
    0.2400000000D+02    0.7006107228D+00    0.1000000000D+01
    0.2500000000D+02    0.6956877049D+00    0.1000000000D+01
    0.2600000000D+02    0.6912062174D+00    0.1000000000D+01
    0.2700000000D+02    0.6871588226D+00    0.1000000000D+01
    0.2800000000D+02    0.6835754813D+00    0.1000000000D+01
    0.2900000000D+02    0.6804163839D+00    0.1000000000D+01
    0.3000000000D+02    0.6775772942D+00    0.1000000000D+01
    0.3100000000D+02    0.6749919087D+00    0.1000000000D+01
    0.3200000000D+02    0.6726762877D+00    0.1000000000D+01
    0.3300000000D+02    0.6706554541D+00    0.1000000000D+01
    0.3400000000D+02    0.6688864037D+00    0.1000000000D+01
    0.3500000000D+02    0.6672885110D+00    0.1000000000D+01
    0.3600000000D+02    0.6658294699D+00    0.1000000000D+01
    0.3700000000D+02    0.6645382969D+00    0.1000000000D+01
    0.3800000000D+02    0.6634312798D+00    0.1000000000D+01
    0.3900000000D+02    0.6624636058D+00    0.1000000000D+01
    0.4000000000D+02    0.6615753966D+00    0.1000000000D+01
    0.4100000000D+02    0.6607598577D+00    0.1000000000D+01
    0.4200000000D+02    0.6600533447D+00    0.1000000000D+01
    0.4300000000D+02    0.6594652981D+00    0.1000000000D+01
    0.4400000000D+02    0.6589522056D+00    0.1000000000D+01
    0.4500000000D+02    0.6584711390D+00    0.1000000000D+01
    0.4600000000D+02    0.6580310306D+00    0.1000000000D+01
    0.4700000000D+02    0.6576667325D+00    0.1000000000D+01
    0.4800000000D+02    0.6573772346D+00    0.1000000000D+01
    0.4900000000D+02    0.6571200096D+00    0.1000000000D+01
    0.5000000000D+02    0.6568670724D+00    0.1000000000D+01
    0.5100000000D+02    0.6566384035D+00    0.1000000000D+01
    0.5200000000D+02    0.6564651268D+00    0.1000000000D+01
    0.5300000000D+02    0.6563391789D+00    0.1000000000D+01
    0.5400000000D+02    0.6562230865D+00    0.1000000000D+01
    0.5500000000D+02    0.6561021957D+00    0.1000000000D+01
    0.5600000000D+02    0.6560015772D+00    0.1000000000D+01
    0.5700000000D+02    0.6559449729D+00    0.1000000000D+01
    0.5800000000D+02    0.6559180590D+00    0.1000000000D+01
    0.5900000000D+02    0.6558893244D+00    0.1000000000D+01
    0.6000000000D+02    0.6558553714D+00    0.1000000000D+01
    0.6100000000D+02    0.6558432046D+00    0.1000000000D+01
    0.6200000000D+02    0.6558678500D+00    0.1000000000D+01
    0.6300000000D+02    0.6559089113D+00    0.1000000000D+01
    0.6400000000D+02    0.6559396954D+00    0.1000000000D+01
    0.6500000000D+02    0.6559647514D+00    0.1000000000D+01
    0.6600000000D+02    0.6560107958D+00    0.1000000000D+01
    0.6700000000D+02    0.6560855928D+00    0.1000000000D+01
    0.6800000000D+02    0.6561660664D+00    0.1000000000D+01
    0.6900000000D+02    0.6562320648D+00    0.1000000000D+01
    0.7000000000D+02    0.6562943807D+00    0.1000000000D+01
    0.7100000000D+02    0.6563761333D+00    0.1000000000D+01
    0.7200000000D+02    0.6564769844D+00    0.1000000000D+01
    0.7300000000D+02    0.6565736367D+00    0.1000000000D+01
    0.7400000000D+02    0.6566544944D+00    0.1000000000D+01
    0.7500000000D+02    0.6567363830D+00    0.1000000000D+01
    0.7600000000D+02    0.6568392013D+00    0.1000000000D+01
    0.7700000000D+02    0.6569565836D+00    0.1000000000D+01
    0.7800000000D+02    0.6570655134D+00    0.1000000000D+01
    0.7900000000D+02    0.6571598016D+00    0.1000000000D+01
    0.8000000000D+02    0.6572578258D+00    0.1000000000D+01
    0.8100000000D+02    0.6573739577D+00    0.1000000000D+01
    0.8200000000D+02    0.6574970238D+00    0.1000000000D+01
    0.8300000000D+02    0.6576076249D+00    0.1000000000D+01
    0.8400000000D+02    0.6577075425D+00    0.1000000000D+01
    0.8500000000D+02    0.6578175043D+00    0.1000000000D+01
    0.8600000000D+02    0.6579472006D+00    0.1000000000D+01
    0.8700000000D+02    0.6580819883D+00    0.1000000000D+01
    0.8800000000D+02    0.6582053158D+00    0.1000000000D+01
    0.8900000000D+02    0.6583230730D+00    0.1000000000D+01
    0.9000000000D+02    0.6584541130D+00    0.1000000000D+01
    0.9100000000D+02    0.6586016384D+00    0.1000000000D+01
    0.9200000000D+02    0.6587480184D+00    0.1000000000D+01
    0.9300000000D+02    0.6588801901D+00    0.1000000000D+01
    0.9400000000D+02    0.6590073442D+00    0.1000000000D+01
    0.9500000000D+02    0.6591452913D+00    0.1000000000D+01
    0.9600000000D+02    0.6592919020D+00    0.1000000000D+01
    0.9700000000D+02    0.6594299725D+00    0.1000000000D+01
    0.9800000000D+02    0.6595525763D+00    0.1000000000D+01
    0.9900000000D+02    0.6596732435D+00    0.1000000000D+01
