  0.  1.  1.
  0.5  0.999265774  1.
  1.  0.997064635  1.
  1.5  0.99340221  1.
  2.  0.988288853  1.
  2.5  0.981739113  1.
  3.  0.973771577  1.
  3.5  0.964408783  1.
  4.  0.953677111  1.
  4.5  0.941606663  1.
  5.  0.928231118  1.
  5.5  0.913587584  1.
  6.  0.89771643  1.
  6.5  0.880661108  1.
  7.  0.862467966  1.
  7.5  0.843186054  1.
  8.  0.822866922  1.
  8.5  0.801564413  1.
  9.  0.77933445  1.
  9.5  0.756234826  1.
  10.  0.732324988  1.
  10.5  0.707665822  1.
  11.  0.682319443  1.
  11.5  0.656348979  1.
  12.  0.629818367  1.
  12.5  0.602792144  1.
  13.  0.575335248  1.
  13.5  0.54751282  1.
  14.  0.519390012  1.
  14.5  0.491031802  1.
  15.  0.46250281  1.
  15.5  0.433867124  1.
  16.  0.405188129  1.
  16.5  0.37652834  1.
  17.  0.34794925  1.
  17.5  0.319511169  1.
  18.  0.291273086  1.
  18.5  0.263292522  1.
  19.  0.2356254  1.
  19.5  0.208325917  1.
  20.  0.181446421  1.
  20.5  0.155037301  1.
  21.  0.129146877  1.
  21.5  0.103821301  1.
  22.  0.0791044667  1.
  22.5  0.0550379226  1.
  23.  0.0316607973  1.
  23.5  0.0090097308  1.
  24. -0.0128811854  1.
  24.5 -0.0339804592  1.
  25. -0.0542592407  1.
  25.5 -0.0736913552  1.
  26. -0.0922533279  1.
  26.5 -0.109924399  1.
  27. -0.126686531  1.
  27.5 -0.142524405  1.
  28. -0.157425408  1.
  28.5 -0.171379615  1.
  29. -0.184379757  1.
  29.5 -0.196421187  1.
  30. -0.207501831  1.
  30.5 -0.217622135  1.
  31. -0.226785008  1.
  31.5 -0.234995748  1.
  32. -0.242261974  1.
  32.5 -0.24859354  1.
  33. -0.254002453  1.
  33.5 -0.25850278  1.
  34. -0.262110554  1.
  34.5 -0.264843671  1.
  35. -0.266721789  1.
  35.5 -0.26776622  1.
  36. -0.267999825  1.
  36.5 -0.267446897  1.
  37. -0.266133053  1.
  37.5 -0.264085121  1.
  38. -0.261331021  1.
  38.5 -0.25789966  1.
  39. -0.253820807  1.
  39.5 -0.249124993  1.
  40. -0.243843388  1.
  40.5 -0.2380077  1.
  41. -0.231650063  1.
  41.5 -0.224802932  1.
  42. -0.217498981  1.
  42.5 -0.209771005  1.
  43. -0.201651821  1.
  43.5 -0.193174175  1.
  44. -0.184370656  1.
  44.5 -0.175273609  1.
  45. -0.165915052  1.
  45.5 -0.156326605  1.
  46. -0.146539409  1.
  46.5 -0.136584069  1.
  47. -0.12649058  1.
  47.5 -0.116288277  1.
  48. -0.106005775  1.
  48.5 -0.0956709244  1.
  49. -0.0853107624  1.
  49.5 -0.0749514756  1.
  50. -0.0646183633  1.
  50.5 -0.0543358067  1.
  51. -0.0441272418  1.
  51.5 -0.0340151371  1.
  52. -0.0240209749  1.
  52.5 -0.0141652367  1.
  53. -0.00446739225  1.
  53.5  0.0050541076  1.
  54.  0.0143818349  1.
  54.5  0.0234993854  1.
  55.  0.0323913761  1.
  55.5  0.0410434401  1.
  56.  0.0494422192  1.
  56.5  0.0575753536  1.
  57.  0.0654314694  1.
  57.5  0.0730001646  1.
  58.  0.0802719931  1.
  58.5  0.0872384465  1.
  59.  0.0938919355  1.
  59.5  0.100225769  1.
  60.  0.106234134  1.
  60.5  0.111912071  1.
  61.  0.117255453  1.
  61.5  0.122260961  1.
  62.  0.126926062  1.
  62.5  0.13124898  1.
  63.  0.135228677  1.
  63.5  0.138864823  1.
  64.  0.142157779  1.
  64.5  0.145108565  1.
  65.  0.14771884  1.
  65.5  0.149990877  1.
  66.  0.15192754  1.
  66.5  0.153532262  1.
  67.  0.154809022  1.
  67.5  0.155762321  1.
  68.  0.156397162  1.
  68.5  0.15671903  1.
  69.  0.156733871  1.
  69.5  0.156448071  1.
  70.  0.155868436  1.
  70.5  0.155002177  1.
  71.  0.153856886  1.
  71.5  0.152440521  1.
  72.  0.150761387  1.
  72.5  0.148828121  1.
  73.  0.14664967  1.
  73.5  0.144235277  1.
  74.  0.141594464  1.
  74.5  0.138737011  1.
  75.  0.135672946  1.
  75.5  0.132412521  1.
  76.  0.128966196  1.
  76.5  0.125344627  1.
  77.  0.121558638  1.
  77.5  0.117619215  1.
  78.  0.113537475  1.
  78.5  0.109324659  1.
  79.  0.104992103  1.
  79.5  0.100551226  1.
  80.  0.0960135052  1.
  80.5  0.091390456  1.
  81.  0.0866936141  1.
  81.5  0.0819345116  1.
  82.  0.0771246566  1.
  82.5  0.072275511  1.
  83.  0.0673984682  1.
  83.5  0.062504831  1.
  84.  0.057605789  1.
  84.5  0.0527123954  1.
  85.  0.0478355448  1.
  85.5  0.0429859501  1.
  86.  0.0381741199  1.
  86.5  0.0334103358  1.
  87.  0.0287046307  1.
  87.5  0.0240667661  1.
  88.  0.0195062111  1.
  88.5  0.0150321212  1.
  89.  0.0106533183  1.
  89.5  0.00637827049  1.
  90.  0.00221507338  1.
  90.5 -0.00182856781  1.
  91. -0.00574535545  1.
  91.5 -0.0095284155  1.
  92. -0.0131713124  1.
  92.5 -0.016668063  1.
  93. -0.0200131485  1.
  93.5 -0.0232015262  1.
  94. -0.0262286389  1.
  94.5 -0.0290904233  1.
  95. -0.0317833168  1.
  95.5 -0.0343042627  1.
  96. -0.036650714  1.
  96.5 -0.0388206358  1.
  97. -0.0408125051  1.
  97.5 -0.0426253104  1.
  98. -0.0442585485  1.
  98.5 -0.0457122203  1.
  99. -0.0469868244  1.
  99.5 -0.04808335  1.
  100. -0.0490032671  1.
  100.5 -0.0497485159  1.
  101. -0.0503214947  1.
  101.5 -0.0507250452  1.
  102. -0.0509624383  1.
  102.5 -0.0510373566  1.
  103. -0.0509538767  1.
  103.5 -0.05071645  1.
  104. -0.0503298822  1.
  104.5 -0.0497993119  1.
  105. -0.0491301879  1.
  105.5 -0.0483282461  1.
  106. -0.047399485  1.
  106.5 -0.046350141  1.
  107. -0.0451866627  1.
  107.5 -0.0439156851  1.
  108. -0.042544003  1.
  108.5 -0.0410785447  1.
  109. -0.0395263447  1.
  109.5 -0.0378945175  1.
  110. -0.0361902304  1.
  110.5 -0.0344206772  1.
  111. -0.0325930522  1.
  111.5 -0.0307145243  1.
  112. -0.0287922118  1.
  112.5 -0.0268331579  1.
  113. -0.0248443075  1.
  113.5 -0.0228324836  1.
  114. -0.020804366  1.
  114.5 -0.0187664707  1.
  115. -0.0167251296  1.
  115.5 -0.0146864728  1.
  116. -0.0126564117  1.
  116.5 -0.0106406225  1.
  117. -0.00864453291  1.
  117.5 -0.00667330903  1.
  118. -0.0047318442  1.
  118.5 -0.00282474939  1.
  119. -0.000956345193  1.
  119.5  0.000869344665  1.
  120.  0.00264859817  1.
  120.5  0.00437799832  1.
  121.  0.00605443484  1.
  121.5  0.00767510441  1.
  122.  0.00923750931  1.
  122.5  0.0107394547  1.
  123.  0.0121790447  1.
  123.5  0.0135546763  1.
  124.  0.0148650336  1.
  124.5  0.0161090791  1.
  125.  0.0172860452  1.
  125.5  0.0183954239  1.
  126.  0.0194369563  1.
  126.5  0.0204106206  1.
  127.  0.0213166198  1.
  127.5  0.0221553688  1.
  128.  0.0229274809  1.
  128.5  0.0236337536  1.
  129.  0.0242751548  1.
  129.5  0.0248528082  1.
  130.  0.0253679788  1.
  130.5  0.0258220585  1.
  131.  0.0262165518  1.
  131.5  0.0265530613  1.
  132.  0.0268332741  1.
  132.5  0.027058948  1.
  133.  0.0272318982  1.
  133.5  0.0273539851  1.
  134.  0.0274271015  1.
  134.5  0.0274531617  1.
  135.  0.0274340901  1.
  135.5  0.0273718113  1.
  136.  0.0272682406  1.
  136.5  0.027125275  1.
  137.  0.0269447858  1.
  137.5  0.0267286112  1.
  138.  0.02647855  1.
  138.5  0.0261963559  1.
  139.  0.0258837334  1.
  139.5  0.0255423337  1.
  140.  0.0251737513  1.
  140.5  0.0247795223  1.
  141.  0.0243611228  1.
  141.5  0.023919968  1.
  142.  0.0234574125  1.
  142.5  0.0229747504  1.
  143.  0.0224732176  1.
  143.5  0.0219539928  1.
  144.  0.0214182007  1.
  144.5  0.0208669145  1.
  145.  0.0203011599  1.
  145.5  0.0197219184  1.
  146.  0.0191301321  1.
  146.5  0.0185267081  1.
  147.  0.0179125229  1.
  147.5  0.0172884278  1.
  148.  0.0166552537  1.
  148.5  0.0160138162  1.
  149.  0.015364921  1.
  149.5  0.0147093681  1.
  150.  0.0140479577  1.
  150.5  0.0133814939  1.
  151.  0.0127107896  1.
  151.5  0.0120366707  1.
  152.  0.0113599794  1.
  152.5  0.0106815776  1.
  153.  0.0100023503  1.
  153.5  0.00932320741  1.
  154.  0.00864508575  1.
  154.5  0.00796895065  1.
  155.  0.00729579655  1.
  155.5  0.00662664726  1.
  156.  0.00596255563  1.
  156.5  0.00530460256  1.
  157.  0.00465389553  1.
  157.5  0.0040115665  1.
  158.  0.00337876928  1.
  158.5  0.00275667634  1.
  159.  0.00214647514  1.
  159.5  0.00154936398  1.
  160.  0.00096654743  1.
  160.5  0.000399231292  1.
  161. -0.000151382722  1.
  161.5 -0.000684102661  1.
  162. -0.00119775226  1.
  162.5 -0.00169117708  1.
  163. -0.00216325081  1.
  163.5 -0.00261288165  1.
  164. -0.00303901879  1.
  164.5 -0.00344065882  1.
  165. -0.00381685214  1.
  165.5 -0.00416670921  1.
  166. -0.00448940667  1.
  166.5 -0.00478419318  1.
  167. -0.00505039507  1.
  167.5 -0.00528742159  1.
  168. -0.00549476983  1.
  168.5 -0.00567202925  1.
  169. -0.00581888574  1.
  169.5 -0.00593512521  1.
  170. -0.00602063663  1.
  170.5 -0.00607541457  1.
  171. -0.00609956117  1.
  171.5 -0.00609328745  1.
  172. -0.00605691415  1.
  172.5 -0.0059908718  1.
  173. -0.00589570027  1.
  173.5 -0.00577204765  1.
  174. -0.00562066851  1.
  174.5 -0.00544242152  1.
  175. -0.0052382665  1.
  175.5 -0.00500926081  1.
  176. -0.00475655521  1.
  176.5 -0.00448138912  1.
  177. -0.00418508535  1.
  177.5 -0.00386904433  1.
  178. -0.00353473787  1.
  178.5 -0.00318370246  1.
  179. -0.00281753218  1.
  179.5 -0.00243787121  1.
  180. -0.00204640608  1.
  180.5 -0.00164485763  1.
